Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
40495918,Walden,Henry David Thoreau,"Thoreau, Henry David",,"=""1788283074""","=""9781788283076""",5,3.78,Arcturus Publishing Ltd.,Paperback,268,2018,1854,2021/08/09,2021/03/06,"non-fiction, favorites, classics, philosophy","non-fiction (#2), favorites (#3), classics (#3), philosophy (#1)",read,,,,1,0
11220,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",Robert Faggen,"=""0141181222""","=""9780141181226""",4,4.20,Penguin Books,Paperback,281,2003,1962,2021/10/03,2021/08/31,"fiction, classics","fiction (#3), classics (#2)",read,,,,1,0
12362630,Dracula,Bram Stoker,"Stoker, Bram",Becky Cloonan,"=""0061992151""","=""9780061992155""",4,4.02,Harper,Hardcover,384,2012,1897,2021/11/07,2021/10/04,"fiction, horror, classics","fiction (#1), horror (#4), classics (#1)",read,,,,1,0
33673537,Pet Sematary,Stephen        King,"King, Stephen",,"=""0606400281""","=""9780606400282""",5,4.07,Turtleback Books,Library Binding,542,2017,1983,2021/12/31,2021/11/23,"fiction, stephen-king, horror","fiction (#8), stephen-king (#1), horror (#3)",read,After reflection I'm changing my score to 5/5 lol,,,1,0
138398,"Days Gone Bye (The Walking Dead, #1)",Robert Kirkman,"Kirkman, Robert",Tony Moore,"=""1582406723""","=""9781582406725""",5,4.27,Image Comics,Paperback,144,2013,2004,2021/12/24,2021/12/23,"graphic-novels, fiction, horror","graphic-novels (#1), fiction (#9), horror (#2)",read,"This is the first graphic novel /comic I have read and wow I have been missing out. The immersion is fantastic, great artwork and story. The  pacing was a little fast for my liking but other than that I really enjoyed it.<br/><br/>4.5/5",,,1,0
991197,The Complete Persepolis,Marjane Satrapi,"Satrapi, Marjane",,"=""0375714839""","=""9780375714832""",0,4.40,Pantheon Books,Paperback,341,2007,2007,,2022/01/02,to-read,to-read (#21),to-read,,,,0,0
15195,The Complete Maus,Art Spiegelman,"Spiegelman, Art",,"=""0141014083""","=""9780141014081""",0,4.58,Penguin Books,Paperback,296,2003,1980,,2022/01/02,to-read,to-read (#20),to-read,,,,0,0
93371,"Akira, Vol. 1",Katsuhiro Otomo,"Otomo, Katsuhiro",Satoshi Kon,"=""1569714983""","=""9781569714980""",0,4.40,Dark Horse,Paperback,361,2000,1984,,2022/01/02,to-read,to-read (#19),to-read,,,,0,0
87262,The Posthumous Memoirs of Brás Cubas,Machado de Assis,"Assis, Machado de","Enylton de Sá Rego, Gilberto Pinheiro Passos, Gregory Rabassa","=""0195101707""","=""9780195101706""",0,4.25,Oxford University Press,Paperback,240,1998,1881,,2022/01/01,to-read,to-read (#18),to-read,,,,0,0
35023750,Good Stocks Cheap: Value Investing with Confidence for a Lifetime of Stock Market Outperformance,Kenneth Jeffrey Marshall,"Marshall, Kenneth Jeffrey",,"=""1259836088""","=""9781259836084""",0,4.08,McGraw Hill,Kindle Edition,240,2017,,,2021/12/26,to-read,to-read (#17),to-read,,,,0,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",5,4.01,Anchor Books,Paperback,207,1997,1996,2020/11/11,2020/11/07,"non-fiction, favorites","non-fiction (#4), favorites (#5)",read,"One of the best books I have read. Not only is the story incredibly interesting but the author includes a variety of different stories of people similar to Chris, Each of which add to a more nuanced understanding of what would make someone go ""Into The Wild""",,,1,0
74034,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Neil Postman,"Postman, Neil",Andrew Postman,"=""014303653X""","=""9780143036531""",5,4.15,Penguin Books,Paperback,184,2005,1985,2021/01/28,2021/01/16,"non-fiction, favorites","non-fiction (#3), favorites (#4)",read,"One of the most condemning books ever written about modern technological culture.<br/>Do you want to know:<br/>-Why we elected a reality TV star as President?<br/>-Why public discourse has become unfathomably absurd?<br/>-Why mainstream news is so damaging?<br/><br/>This book answers all of these questions and more. However don't expect to walk away from this book with an optimistic attitude towards the future, but it is definitely worth the read if you are of the type that would like to be aware of our collective cultural demise.",,,1,0
11617647,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",5,3.80,Scribner,Paperback,128,1995,1952,2021/11/10,2021/11/08,"fiction, favorites","fiction (#2), favorites (#2)",read,"I don't really know what to say, I really enjoyed this one. I found it to be a really engaging story and I felt emotionally attached to the old man's quest. The language was simple and easy to understand but at the same time very descriptive and allowed me to immerse myself in the story.",,,1,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.35,Vintage,Paperback,512,2015,2011,2021/12/02,2021/11/10,"history, favorites","history (#1), favorites (#1)",read,,,,1,0
4588134,Wealth of Nations,Adam Smith,"Smith, Adam",Kathryn Sutherland,"=""0199535922""","=""9780199535927""",0,3.85,Oxford University Press,Paperback,688,2008,1776,,2021/12/02,to-read,to-read (#16),to-read,,,,0,0
36336614,The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (Little Books. Big Profits),John C. Bogle,"Bogle, John C.",,"=""""","=""""",3,4.15,Wiley,Kindle Edition,287,2017,2007,2021/08/30,2021/08/24,"non-fiction, economics","non-fiction (#1), economics (#1)",read,,,,1,0
34962304,The Motivation Myth: How High Achievers Really Set Themselves Up to Win,Jeff Haden,"Haden, Jeff",,"=""0399563768""","=""9780399563768""",0,3.76,Portfolio,Hardcover,288,2018,2018,,2021/11/29,to-read,to-read (#15),to-read,,,,0,0
49188358,The Trial,Franz Kafka,"Kafka, Franz",Isabel Tucker,"=""1789500850""","=""9781789500851""",4,3.95,Arcturus Publishing Limited,Paperback,208,2019,1925,2021/01/13,2020/11/12,fiction,fiction (#6),read,,,,1,0
26146,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade","=""0807014273""","=""9780807014271""",4,4.37,Beacon Press,Paperback,165,2006,1946,2021/03/06,2021/03/02,non-fiction,non-fiction (#5),read,,,,1,0
25076674,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""""","=""""",3,3.91,HarperOne,Kindle Edition,84,2021,1993,2020/10/28,2020/10/24,fiction,fiction (#5),read,,,,1,0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",0,4.08,Bethany House Publishers ,Paperback,184,1999,1843,,2021/11/09,to-read,to-read (#14),to-read,,,,0,0
34552743,The Iliac Crest,Cristina Rivera Garza,"Garza, Cristina Rivera",Sarah  Booker,"=""1936932067""","=""9781936932061""",0,3.64,The Feminist Press at CUNY,Kindle Edition,200,2017,2002,,2021/11/04,to-read,to-read (#13),to-read,,,,0,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Per Svein Paulsen, Tormod Haugen","=""""","=""""",0,4.24,HarperCollins Publishers,Paperback,206,2005,1950,,2021/11/04,to-read,to-read (#12),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.23,"Little, Brown and Company",Hardcover,393,2018,2018,,2021/10/06,to-read,to-read (#11),to-read,,,,0,0
19510,Essays and Aphorisms,Arthur Schopenhauer,"Schopenhauer, Arthur",R.J. Hollingdale,"=""0140442278""","=""9780140442274""",0,4.17,Penguin Classics,Paperback,240,1973,1851,,2021/09/23,to-read,to-read (#10),to-read,,,,0,0
10562577,The Pocket Oracle and Art of Prudence (Penguin Classics),Baltasar Gracián,"Gracián, Baltasar",Jeremy Robbins,"=""014144245X""","=""9780141442457""",0,4.18,Penguin Classics,Paperback,122,2011,1647,,2021/09/23,to-read,to-read (#9),to-read,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2021/09/17,to-read,to-read (#8),to-read,,,,0,0
24611623,In Order to Live: A North Korean Girl's Journey to Freedom,Yeonmi Park,"Park, Yeonmi",Maryanne Vollers,"=""1594206791""","=""9781594206795""",0,4.49,Penguin Press,Hardcover,273,2015,2015,,2021/07/01,to-read,to-read (#7),to-read,,,,0,0
38709,"Holes (Holes, #1)",Louis Sachar,"Sachar, Louis",,"=""0439244196""","=""9780439244190""",0,4.00,Scholastic,Paperback,272,2000,1998,,2021/06/24,to-read,to-read (#6),to-read,,,,0,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",0,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,,2021/06/24,to-read,to-read (#5),to-read,,,,0,0
7648269,Empire of the Summer Moon,S.C. Gwynne,"Gwynne, S.C.",,"=""1416591052""","=""9781416591054""",0,4.24,Scribner,Hardcover,371,2010,2010,,2021/06/22,to-read,to-read (#4),to-read,,,,0,0
54503255,"Cosmic Queries: StarTalk's Guide to Who We Are, How We Got Here, and Where We're Going",Neil deGrasse Tyson,"Tyson, Neil deGrasse","James Trefil, Lindsey N. Walker","=""1426221770""","=""9781426221774""",0,4.16,National Geographic,Hardcover,309,2021,2021,,2021/02/01,to-read,to-read (#3),to-read,,,,0,0
79680,Building a Bridge to the 18th Century: How the Past Can Improve Our Future,Neil Postman,"Postman, Neil",,"=""0375701273""","=""9780375701276""",0,3.88,Vintage,Paperback,224,2000,1999,,2021/01/28,to-read,to-read (#2),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,2020/11/24,to-read,to-read (#1),to-read,,,,0,0
